# bM_z1 bM_z2 bM_z3 bM_1 sM_z1 sM_z2 sM_z3 sM_1 corr_len alpha_SZ_0 X_comp0_z logc opt_comp1_0 z_offset_0 alpha_X_z opt_comp0_0 A_7 sigma_z A_5 A_4 A_3 A_2 A_1 A_0 A_inf C_lam SZ_comp0_lam delta_shear_bias alpha_NLshear A_9 X_comp1_lam Blambda A_lam SZ_comp1_0 SigmaCrit SZ_comp0_z A_8 SZ_comp0_0 alpha_SZ_z X_comp0_lam alpha_SZ_lam opt_comp0_lam opt_comp1_lam A_6 Sigma_crit_78 X_comp1_0 B_lam opt_comp0_z X_comp0_0 lnsigma_lam opt_comp1_z z_offset_z alpha_opt_z alpha_X_0 SZ_comp1_lam X_comp1_z sigma_0 alpha_opt_0 kappa_SPT alpha_opt_lam alpha_X_lam Sigma_crit_25 Sigma_crit_47 SZ_comp1_z 
-2.201613755371894035e-02 -2.671609049820357698e-02 -7.072504647580725445e-02 1.027370575621233240e+00 -3.173277068343387075e+00 -3.155558108337351175e+00 -2.787957608874918503e+00 -5.527734874889793371e-02 7.191322300247733612e-02 9.524399999999999533e-01 0.000000000000000000e+00 6.435182271726784808e-01 5.773899999999999866e-02 3.857205132607525316e-02 0.000000000000000000e+00 1.849900000000000155e-02 -1.983497312374828070e+00 -8.283208765610872160e-02 -5.411295818409784797e-01 6.720888153011658206e-01 6.065691875608368588e-02 7.595404555790585821e-02 1.067135180073921941e+00 -2.808759221020279195e+00 -3.000000000000000000e+00 8.268079611564944642e-01 0.000000000000000000e+00 -2.870810562561365575e-02 1.116824291478063724e+00 -4.656155724146377572e+00 0.000000000000000000e+00 6.833107744328146271e-01 8.489471257721547204e+01 1.629700000000000037e-01 5.299372222721294712e+00 0.000000000000000000e+00 2.840510148967242188e+00 1.252699999999999994e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.830848202668767799e+00 1.600287984310224942e+01 1.227999999999999925e-02 9.792772744994659995e-01 0.000000000000000000e+00 2.019299999999999914e-02 -2.066424413086858092e+00 0.000000000000000000e+00 -2.021340477811316705e-01 0.000000000000000000e+00 8.186299999999999688e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.056963704077824140e-02 6.420299999999999896e-01 9.081000000000000183e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.299372222721294712e+00 6.454272065850595652e+00 0.000000000000000000e+00
-4.460312131717411588e-02 -3.902252084980922797e-02 -5.866013406470672181e-02 1.035460909246807226e+00 -3.105874892974539225e+00 -3.076406634608421342e+00 -2.818936276998462720e+00 -2.050894796440886625e-01 7.073520522946147304e-02 9.500699999999999701e-01 0.000000000000000000e+00 6.289363304114337083e-01 7.876800000000000468e-02 3.905459526023559447e-02 0.000000000000000000e+00 1.517100000000000046e-02 -1.883218196975469994e+00 -8.190090511092526504e-02 -4.114307764031496228e-01 5.657671364367997668e-01 1.845194151122155901e-01 3.079995146001601736e-03 1.115609458117349240e+00 -2.869144451071100388e+00 -3.000000000000000000e+00 5.074934972008681155e-01 0.000000000000000000e+00 -2.709178796234357200e-02 5.334333391724874751e-01 -4.736559781401123104e+00 0.000000000000000000e+00 6.700875961753463006e-01 8.031576321493011505e+01 1.534000000000000086e-01 5.340604043746962404e+00 0.000000000000000000e+00 2.800837113857979954e+00 2.139999999999999888e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.724510275843142315e+00 1.597876464384850514e+01 1.467700000000000081e-02 9.354305448902543452e-01 0.000000000000000000e+00 2.384100000000000108e-02 -2.472700571641953005e+00 0.000000000000000000e+00 -1.991819660694521266e-01 0.000000000000000000e+00 9.762300000000000422e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.064154510396280562e-02 7.716899999999999871e-01 9.198699999999999655e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.340604043746962404e+00 6.472660582140416174e+00 0.000000000000000000e+00
-5.090574209037040943e-02 -4.166670459195029319e-02 -7.270007030655582791e-02 1.047152160234246621e+00 -3.186987235505440275e+00 -3.130956689842383511e+00 -2.783149930560369079e+00 -7.731310079078751452e-02 7.460030938882458718e-02 9.586500000000000021e-01 0.000000000000000000e+00 6.101700822329928497e-01 6.855400000000000382e-02 3.894085675057699925e-02 0.000000000000000000e+00 1.481799999999999957e-02 -1.576972477378471238e+00 -7.831552483471240778e-02 -3.434468953414355763e-01 4.200157803512667432e-01 4.096644779051138441e-01 -4.295927092613173182e-01 1.738882129218881634e+00 -3.376486258002039609e+00 -3.000000000000000000e+00 4.012121751895463273e-01 0.000000000000000000e+00 -2.939907822467835441e-02 1.585335636008175841e+00 -2.890428128383866202e+00 0.000000000000000000e+00 6.771068168382397001e-01 7.656985668636862385e+01 1.893499999999999905e-01 5.346980678532813336e+00 0.000000000000000000e+00 2.036877458121005180e+00 8.723200000000000398e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.605958975967047619e+00 1.604303288100606295e+01 5.786600000000000077e-02 9.361954551400131219e-01 0.000000000000000000e+00 2.615500000000000116e-02 -1.155396926072855823e+00 0.000000000000000000e+00 -1.965475870530006830e-01 0.000000000000000000e+00 9.379199999999999759e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.064228871745808547e-02 6.507899999999999796e-01 8.615599999999999925e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.346980678532813336e+00 6.472497816149584082e+00 0.000000000000000000e+00
-2.449444168588174944e-02 2.237376472377626720e-03 2.812406918757019703e-02 1.016805865647110174e+00 -3.119320348306270585e+00 -3.131065407603629058e+00 -2.750454406045441225e+00 -6.634134703433053337e-02 6.900260902100506522e-02 9.619799999999999462e-01 0.000000000000000000e+00 6.180934265029778274e-01 9.449499999999999567e-02 3.956104561034501366e-02 0.000000000000000000e+00 2.375400000000000081e-02 -1.619757328791743500e+00 -8.241961327715958963e-02 -3.750089140138354038e-01 6.177803129716976649e-01 1.119532057950871073e-01 1.337293321248779476e-01 8.670550325942170122e-01 -2.595661505439534000e+00 -3.000000000000000000e+00 1.792333972147092114e-02 0.000000000000000000e+00 -3.030949347897993196e-02 1.415980046352877331e+00 -4.507985140808240310e+00 0.000000000000000000e+00 6.741190599166163588e-01 5.869073090625227707e+01 7.574799999999999589e-02 5.293961353774559342e+00 0.000000000000000000e+00 2.530722183197859021e+00 1.726000000000000104e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.586520035584721544e+00 1.484720554278087867e+01 3.262699999999999888e-03 1.205642678444091453e+00 0.000000000000000000e+00 2.178300000000000028e-02 -1.476465507887713358e+00 0.000000000000000000e+00 -2.051497017199974404e-01 0.000000000000000000e+00 9.742399999999999949e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.158866772849480975e-02 7.869300000000000184e-01 7.902400000000000535e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.293961353774559342e+00 6.327842547550814878e+00 0.000000000000000000e+00
-3.287443858107789996e-02 -2.607151876209531233e-02 -4.278960677095337839e-02 1.032132049555061215e+00 -3.131873352665967225e+00 -3.131861269208876752e+00 -2.658448738416120172e+00 -8.698132260004400040e-02 7.185833155031361164e-02 9.170099999999999918e-01 0.000000000000000000e+00 6.374196673737335672e-01 7.654500000000000193e-02 3.911309134600551157e-02 0.000000000000000000e+00 2.176200000000000009e-02 -1.292849493664937066e+00 -8.891665203285180341e-02 4.506565217096497600e-02 2.088149329116417707e-01 4.727676489379505909e-01 -3.304948634368270466e-01 1.489987256774313762e+00 -3.128082818664427833e+00 -3.000000000000000000e+00 5.025383249578621037e-01 0.000000000000000000e+00 -3.032389065147311769e-02 4.011635885030688242e-01 -3.746791621103187087e+00 0.000000000000000000e+00 6.698825622312383210e-01 8.875802268555867158e+01 1.202099999999999974e-01 5.288619254796585345e+00 0.000000000000000000e+00 1.948729587066704294e+00 5.559200000000000252e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.165702078449763590e+00 1.569626554452537093e+01 5.425800000000000067e-02 1.036581936140117399e+00 0.000000000000000000e+00 2.279300000000000076e-02 -2.699766273009649442e-01 0.000000000000000000e+00 -1.985272767272565075e-01 0.000000000000000000e+00 9.733899999999999775e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.036867464960209539e-02 7.633900000000000130e-01 8.557200000000000362e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.288619254796585345e+00 6.431995293099482147e+00 0.000000000000000000e+00
-2.060493318245716979e-02 -2.592737345567062632e-02 -6.409273984390753860e-03 1.019300849809861020e+00 -3.059837554306869656e+00 -3.061793213757209919e+00 -2.734330003939721809e+00 -1.909631486932562294e-01 6.777434370805685004e-02 9.399399999999999977e-01 0.000000000000000000e+00 6.223538913287887109e-01 6.938099999999999823e-02 3.952081322148742748e-02 0.000000000000000000e+00 2.097200000000000106e-02 -1.564888437175780966e+00 -8.060896840507408845e-02 -2.244177000158290025e-01 5.479651686916743314e-01 1.713497196166577363e-01 1.029660026857767974e-01 8.801813498391939383e-01 -2.664923286795620960e+00 -3.000000000000000000e+00 3.627099613695501379e-01 0.000000000000000000e+00 -2.186006135684126495e-02 5.487904740987995522e-01 -5.124735480750223005e+00 0.000000000000000000e+00 6.832190124622377070e-01 6.909475851977317973e+01 1.548499999999999877e-01 5.332431738592562809e+00 0.000000000000000000e+00 2.657603020690352036e+00 8.612699999999999176e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.452682084492423309e+00 1.539603008986515498e+01 4.074500000000000344e-02 1.013873755436153212e+00 0.000000000000000000e+00 1.982700000000000087e-02 -1.980139409771329628e+00 0.000000000000000000e+00 -2.009393457252222071e-01 0.000000000000000000e+00 9.576099999999999612e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.174399810171184555e-02 7.320499999999999785e-01 9.453000000000000291e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.332431738592562809e+00 6.490171040411287784e+00 0.000000000000000000e+00
-2.951270979293830338e-02 -1.885758865566174516e-02 -5.767216501405117435e-02 1.023970838747446210e+00 -3.175188897377696495e+00 -3.102669472264104389e+00 -2.804187930670437368e+00 -5.983442157287355290e-02 6.767134709221842015e-02 9.547700000000000076e-01 0.000000000000000000e+00 6.386801481130875979e-01 7.236599999999999977e-02 3.981248760798879877e-02 0.000000000000000000e+00 2.016000000000000084e-02 -1.284938009782626622e+00 -7.521044169789350975e-02 -2.086213585457471487e-01 4.922445084242094704e-01 2.304451708365376494e-01 3.974315504144823596e-02 9.207119969828636563e-01 -2.627194180943488444e+00 -3.000000000000000000e+00 4.656786878364435056e-01 0.000000000000000000e+00 -3.362686835399941732e-02 6.317848714665490473e-01 -4.331792865299989082e+00 0.000000000000000000e+00 6.663004577420756913e-01 7.802053872204943730e+01 1.674900000000000000e-01 5.292353324748830801e+00 0.000000000000000000e+00 2.190106384844084708e+00 3.852400000000000182e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.411045605642129441e+00 1.582042108773316080e+01 6.790799999999999614e-03 1.117518695386626737e+00 0.000000000000000000e+00 2.312600000000000072e-02 -2.002815165456824253e+00 0.000000000000000000e+00 -1.960182813729725304e-01 0.000000000000000000e+00 9.171599999999999753e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.138294115930581885e-02 7.297200000000000353e-01 9.522000000000000464e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.292353324748830801e+00 6.377626965040225748e+00 0.000000000000000000e+00
-3.126100426202263471e-02 -4.482471770742381401e-02 -9.897592880336900101e-02 1.021389379711235890e+00 -3.126792611416139067e+00 -3.104833830724081256e+00 -2.729368099343693732e+00 -8.030506793312824909e-02 7.189384964888718976e-02 9.675099999999999811e-01 0.000000000000000000e+00 6.243710804929022418e-01 9.587800000000000489e-02 3.984693999587249347e-02 0.000000000000000000e+00 1.219899999999999977e-02 -1.753325603470950567e+00 -8.643082192676541931e-02 -2.066436492293445282e-01 2.965122248624405543e-01 5.090376554163571488e-01 -4.044758255566950345e-01 1.624301223016115792e+00 -3.313604629470972007e+00 -3.000000000000000000e+00 1.517075761998832040e-01 0.000000000000000000e+00 -3.524217207659141593e-02 9.816571159695953730e-01 -4.114112861451098446e+00 0.000000000000000000e+00 6.694204974090984805e-01 7.892257350757688528e+01 5.029499999999999943e-02 5.310723187588719085e+00 0.000000000000000000e+00 2.573541237816593608e+00 1.611399999999999985e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.550217065822043105e+00 1.617703183290019808e+01 2.870399999999999948e-03 9.527128693072122179e-01 0.000000000000000000e+00 2.598699999999999968e-02 -1.784883365048348658e+00 0.000000000000000000e+00 -1.973005743944593882e-01 0.000000000000000000e+00 8.165400000000000436e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.074330588165631872e-02 7.642099999999999449e-01 9.372700000000000475e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.310723187588719085e+00 6.453321865209928454e+00 0.000000000000000000e+00
-3.699724834302628440e-02 -5.329687629907348123e-02 -9.184464948208648227e-02 1.015589996358028824e+00 -3.133823463702860579e+00 -3.061327973156285687e+00 -2.835898973464692219e+00 -1.336934176600416968e-01 6.890422094215201132e-02 9.093900000000000317e-01 0.000000000000000000e+00 6.139650037272219585e-01 4.910199999999999981e-02 3.944949298251082537e-02 0.000000000000000000e+00 1.403199999999999933e-02 -1.394823792929132500e+00 -8.431918768696977651e-02 -2.173865560086381266e-01 4.271820480458466962e-01 3.654674779607219870e-01 -1.971044927553972648e-01 1.313938849005755749e+00 -3.120380914352383961e+00 -3.000000000000000000e+00 1.015145885410386306e+00 0.000000000000000000e+00 -2.034590453796303322e-02 1.337879203447698506e+00 -3.949247846999077272e+00 0.000000000000000000e+00 6.800166927994280019e-01 7.945356947869885289e+01 1.370999999999999996e-01 5.447885574521773577e+00 0.000000000000000000e+00 2.087052464772348070e+00 1.465499999999999962e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.454853756452977098e+00 1.664335581860846602e+01 2.505299999999999888e-02 9.810152218377553579e-01 0.000000000000000000e+00 2.438500000000000043e-02 -1.865329261457852716e+00 0.000000000000000000e+00 -1.991364241312053029e-01 0.000000000000000000e+00 9.158500000000000529e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.096129503207533107e-02 6.655699999999999950e-01 9.841600000000000348e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.447885574521773577e+00 6.712859716090594731e+00 0.000000000000000000e+00
-3.071915693095504316e-02 -1.355120796799168595e-02 -1.566734270870818665e-02 1.032030772234377336e+00 -3.169109364363905446e+00 -3.095761416504052566e+00 -2.708219326840048513e+00 -7.933291772180010859e-02 6.801188728931670258e-02 9.012999999999999901e-01 0.000000000000000000e+00 6.059716693085074324e-01 9.071300000000000197e-02 3.986767458752477761e-02 0.000000000000000000e+00 2.338200000000000001e-02 -1.480515224980368805e+00 -8.176511368077239716e-02 -2.112899439990993389e-01 4.979485831087628878e-01 2.309865629681864541e-01 1.067158726006568747e-02 1.052116104725579371e+00 -2.832634791915263239e+00 -3.000000000000000000e+00 4.740494081263292303e-01 0.000000000000000000e+00 -3.057585420327169068e-02 8.540493197866908526e-01 -4.064365373847987684e+00 0.000000000000000000e+00 6.813473534621792282e-01 8.848785575100643541e+01 2.995499999999999899e-02 5.276148187382631249e+00 0.000000000000000000e+00 2.323133278777506305e+00 1.047599999999999920e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.439705934589456948e+00 1.529109831442661793e+01 4.076799999999999868e-02 1.097496658653110080e+00 0.000000000000000000e+00 2.515099999999999975e-02 -2.228503188898574905e+00 0.000000000000000000e+00 -2.007374810368757201e-01 0.000000000000000000e+00 9.941299999999999581e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.170172177803561309e-02 7.272800000000000376e-01 8.774399999999999977e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.276148187382631249e+00 6.355452118667131778e+00 0.000000000000000000e+00
-7.894789293863146984e-02 -8.323310346221236833e-02 -1.299782825430783051e-01 1.030794090666678597e+00 -3.121649999156548727e+00 -3.062705517506333130e+00 -2.802964310791599356e+00 -1.293176458137725859e-01 7.299548482942502803e-02 9.213299999999999823e-01 0.000000000000000000e+00 6.294587737227658186e-01 6.134499999999999675e-02 3.855193849790859023e-02 0.000000000000000000e+00 1.828400000000000164e-02 -2.176321841357272024e+00 -8.009431618591320023e-02 -5.613095359636144366e-01 6.704126396316900660e-01 9.779924912946830196e-02 -1.301943719592621451e-02 1.173402368897733528e+00 -2.841716093132007348e+00 -3.000000000000000000e+00 4.993524726815614656e-01 0.000000000000000000e+00 -2.772271187285402227e-02 5.491227908647058342e-01 -4.368901625107003639e+00 0.000000000000000000e+00 6.814240887400465629e-01 7.659923925562623026e+01 1.198899999999999966e-01 5.469618715279932708e+00 0.000000000000000000e+00 3.079518120480836174e+00 1.555800000000000065e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.908917686286041082e+00 1.687680372972141285e+01 2.592699999999999866e-02 1.128921873520261077e+00 0.000000000000000000e+00 2.347300000000000081e-02 -1.775552514150576133e+00 0.000000000000000000e+00 -1.866069539259978816e-01 0.000000000000000000e+00 8.797099999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.047488237107366937e-02 6.842200000000000504e-01 8.073799999999999866e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.469618715279932708e+00 6.756790698394147476e+00 0.000000000000000000e+00
-4.559364962915645608e-02 -4.542938582206594578e-02 -1.031572400101005288e-01 1.032633823669029116e+00 -3.096426339771752190e+00 -3.118102476884382135e+00 -2.764866106018017522e+00 -1.155375605015237367e-01 6.642556408419870995e-02 9.511800000000000255e-01 0.000000000000000000e+00 6.289580509294921962e-01 8.834599999999999398e-02 3.979752822744534596e-02 0.000000000000000000e+00 1.110399999999999929e-02 -1.560529140316723851e+00 -8.829449636910202681e-02 -1.840854821516708928e-01 5.128534789052702214e-01 1.888445553361228491e-01 1.168457562315332737e-01 8.644954805000651943e-01 -2.672508208391003670e+00 -3.000000000000000000e+00 1.281330028947958166e-01 0.000000000000000000e+00 -2.832142304336793259e-02 3.712199726268948785e-01 -5.392554830190067428e+00 0.000000000000000000e+00 6.628102578555666868e-01 7.615084935260763643e+01 1.466600000000000126e-01 5.367896497733294581e+00 0.000000000000000000e+00 2.745948417529142205e+00 1.828199999999999964e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.411625189965797000e+00 1.641508186940495762e+01 9.059299999999999298e-03 9.790091500760426113e-01 0.000000000000000000e+00 2.804900000000000101e-02 -2.143053532445242659e+00 0.000000000000000000e+00 -2.020466849878647109e-01 0.000000000000000000e+00 9.167800000000000393e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.114406613630718856e-02 7.142199999999999660e-01 7.545800000000000285e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.367896497733294581e+00 6.528977700416029428e+00 0.000000000000000000e+00
-2.747207577167754336e-02 -2.104355246651313724e-02 -1.834532580290879761e-02 1.034000944003405476e+00 -3.133796224554110221e+00 -3.072296907484423745e+00 -2.717947545317475289e+00 -1.665715317282589758e-01 7.067444750432058664e-02 8.721100000000000518e-01 0.000000000000000000e+00 6.306901515641299971e-01 6.860700000000000132e-02 3.936121637364847770e-02 0.000000000000000000e+00 2.158799999999999955e-02 -1.667310062131366788e+00 -8.586119459455131275e-02 -3.602489189282080950e-01 5.954614683377785767e-01 1.562403606939425094e-01 7.138967944441347580e-03 1.149442348205306441e+00 -2.868492286467423824e+00 -3.000000000000000000e+00 2.293627468614625742e-01 0.000000000000000000e+00 -2.903780116382836951e-02 5.191944034396696050e-01 -4.423181984746830331e+00 0.000000000000000000e+00 6.713640899866604173e-01 6.639035262868279119e+01 6.043799999999999867e-02 5.271827988349903293e+00 0.000000000000000000e+00 2.599195985913705265e+00 7.756299999999999827e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.559310546093217953e+00 1.542551665477865441e+01 3.345600000000000223e-04 9.597483959488805061e-01 0.000000000000000000e+00 2.409700000000000036e-02 -2.552102173830723686e-01 0.000000000000000000e+00 -1.996054414484391692e-01 0.000000000000000000e+00 5.264199999999999990e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.059664901528677816e-02 7.400700000000000056e-01 8.909200000000000452e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.271827988349903293e+00 6.389235787812818756e+00 0.000000000000000000e+00
-3.642851187359900239e-02 -2.607595017171206869e-02 3.683407160366307387e-02 1.035801317546159561e+00 -3.145365258461081392e+00 -3.082217736547966158e+00 -2.808379614806754798e+00 -1.121933450293013806e-01 7.271049955332445358e-02 9.670400000000000107e-01 0.000000000000000000e+00 5.958331488120124364e-01 7.366499999999999437e-02 3.906716125497421144e-02 0.000000000000000000e+00 1.566499999999999837e-02 -1.244236866052875312e+00 -8.392004014078301155e-02 -1.070450831581717110e-01 3.104427482556583184e-01 4.064054262871402701e-01 -3.419837606956926401e-01 1.624547029896407313e+00 -3.344347505528030506e+00 -3.000000000000000000e+00 2.821454544308896750e-01 0.000000000000000000e+00 -2.782700914925728686e-02 7.155717837911920176e-01 -3.642142755002762744e+00 0.000000000000000000e+00 6.903564316162329462e-01 7.281422674256310756e+01 1.896200000000000108e-01 5.312523051939766816e+00 0.000000000000000000e+00 1.802353042966790664e+00 6.497499999999999803e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.295684986944704242e+00 1.501311591087622865e+01 3.724399999999999933e-02 1.039020936636009695e+00 0.000000000000000000e+00 2.606199999999999836e-02 -8.984069901432601979e-01 0.000000000000000000e+00 -2.012061357824670715e-01 0.000000000000000000e+00 9.520100000000000229e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.032751040527082165e-02 6.941199999999999593e-01 9.213299999999999823e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.312523051939766816e+00 6.443223368568541609e+00 0.000000000000000000e+00
-5.188261166979898226e-03 -1.196935888335191531e-02 4.477312065912891249e-03 1.022995402255511221e+00 -3.117321234884356862e+00 -3.068319523265339743e+00 -2.817433341541384362e+00 -1.552587532581298779e-01 6.899970917155487382e-02 8.945699999999999763e-01 0.000000000000000000e+00 6.109922293525908987e-01 6.873300000000000243e-02 3.887052701982874475e-02 0.000000000000000000e+00 7.341600000000000209e-03 -1.855068200317279148e+00 -7.399693187412700879e-02 -5.732094616355273287e-01 8.038761498136401951e-01 -7.558308371157079764e-02 3.292915589465293946e-01 6.737668566233969702e-01 -2.364482751108448522e+00 -3.000000000000000000e+00 6.637178561801176935e-02 0.000000000000000000e+00 -2.237137459631666214e-02 5.729213836881240640e-01 -4.408572618225873541e+00 0.000000000000000000e+00 6.839259457753941174e-01 8.140143784586693698e+01 1.006100000000000050e-01 5.281613106847536265e+00 0.000000000000000000e+00 2.692549405166895227e+00 2.114200000000000107e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.841144536478222182e+00 1.531553765726980743e+01 1.772900000000000170e-02 8.520920485933921595e-01 0.000000000000000000e+00 2.561799999999999841e-02 -6.269624086500780180e-02 0.000000000000000000e+00 -1.949826565081564100e-01 0.000000000000000000e+00 8.677899999999999503e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.161959950902293592e-02 7.405699999999999505e-01 9.220899999999999652e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.281613106847536265e+00 6.404228361749449761e+00 0.000000000000000000e+00
-2.066810057626315353e-02 -1.955655948389880411e-02 -5.683110081274570652e-02 1.024024279407117044e+00 -3.188270310590226586e+00 -3.140028938511846057e+00 -2.726513267791010442e+00 -7.749848808496694053e-02 7.450999043734304883e-02 9.517700000000000049e-01 0.000000000000000000e+00 6.215786587008305109e-01 6.387500000000000122e-02 3.897086533701775435e-02 0.000000000000000000e+00 2.163400000000000045e-02 -2.175969609004739347e+00 -8.623899788481328987e-02 -7.176814110288606274e-01 7.000012205661962916e-01 1.891215346709530509e-01 -2.295113105315777224e-01 1.588679972527381690e+00 -3.293878420741144009e+00 -3.000000000000000000e+00 -2.098754411204042936e-01 0.000000000000000000e+00 -3.091586573093141332e-02 6.816940239855177053e-01 -3.547125457531893566e+00 0.000000000000000000e+00 6.787956703521804691e-01 7.059955868478992613e+01 1.699299999999999977e-01 5.310564492880133436e+00 0.000000000000000000e+00 2.671817968696674317e+00 2.452199999999999866e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.095001138715534506e+00 1.583500342859586141e+01 2.619900000000000007e-02 1.060207193596509390e+00 0.000000000000000000e+00 2.775100000000000136e-02 -5.797937156772776657e-01 0.000000000000000000e+00 -2.050361878545398919e-01 0.000000000000000000e+00 8.424899999999999611e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.022584738215181310e-02 7.744799999999999462e-01 1.044300000000000006e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.310564492880133436e+00 6.393680413426840126e+00 0.000000000000000000e+00
-2.831714337358681027e-02 -1.405122821902515459e-02 3.665058115103114744e-02 1.033620331819680604e+00 -3.184759308975643410e+00 -3.060486400742267410e+00 -2.735687812811284036e+00 -5.295975878230842898e-02 7.018039542121946861e-02 9.586200000000000276e-01 0.000000000000000000e+00 6.269839394073649652e-01 8.977000000000000257e-02 3.947220766650318818e-02 0.000000000000000000e+00 2.472299999999999845e-02 -1.919911959891563935e+00 -8.020763185067368573e-02 -4.344090303476439430e-01 6.494153185039754916e-01 1.271294697286911579e-01 1.215239192196806983e-02 1.102681333005201214e+00 -2.818502850394359438e+00 -3.000000000000000000e+00 7.945989826417831914e-02 0.000000000000000000e+00 -2.249453765948905559e-02 1.027600534432365098e+00 -5.537299279594233070e+00 0.000000000000000000e+00 6.784602872776233085e-01 8.866586716205988239e+01 3.795899999999999969e-02 5.312923968040708544e+00 0.000000000000000000e+00 3.055140252004728385e+00 1.600999999999999993e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.691607272605536672e+00 1.506534141188973486e+01 5.498200000000000309e-02 8.493451505182891825e-01 0.000000000000000000e+00 1.752000000000000085e-02 -7.732904585264303021e-01 0.000000000000000000e+00 -2.053433469021963553e-01 0.000000000000000000e+00 9.411500000000000421e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.126344738318239114e-02 7.939800000000000191e-01 8.680900000000000283e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.312923968040708544e+00 6.373027762432437626e+00 0.000000000000000000e+00
